sample	patient	Cell_type	plate_id	neoplastic	tissue	tsne_cluster	well
SRR3935027	BT_S2	OPC	1001000181	Regular	Periphery	9	B9
SRR3935028	BT_S2	Astocyte	1001000181	Regular	Periphery	10	C4
SRR3935029	BT_S2	Astocyte	1001000181	Regular	Periphery	10	F6
SRR3935030	BT_S2	Immune cell	1001000181	Regular	Periphery	7	A11
SRR3935031	BT_S2	Neoplastic	1001000181	Neoplastic	Periphery	11	E12
SRR3935032	BT_S2	OPC	1001000181	Regular	Periphery	9	A6
SRR3935033	BT_S2	Neoplastic	1001000181	Neoplastic	Periphery	11	G6
SRR3935034	BT_S2	Neoplastic	1001000181	Neoplastic	Periphery	11	B4
SRR3935035	BT_S2	Immune cell	1001000181	Regular	Periphery	7	D4
SRR3935036	BT_S2	OPC	1001000181	Regular	Periphery	9	B12
SRR3935037	BT_S2	Neoplastic	1001000181	Neoplastic	Periphery	11	G8
SRR3935038	BT_S2	OPC	1001000181	Regular	Periphery	9	F11
SRR3935039	BT_S2	OPC	1001000181	Regular	Periphery	9	B6
SRR3935040	BT_S2	OPC	1001000181	Regular	Periphery	9	D3
SRR3935041	BT_S2	OPC	1001000181	Regular	Periphery	9	A7
SRR3935042	BT_S2	Neoplastic	1001000181	Neoplastic	Periphery	11	F2
SRR3935043	BT_S2	Immune cell	1001000181	Regular	Periphery	7	F9
SRR3935044	BT_S2	Immune cell	1001000181	Regular	Periphery	7	B10
SRR3935045	BT_S2	OPC	1001000181	Regular	Periphery	9	C10
SRR3935046	BT_S2	Astocyte	1001000181	Regular	Periphery	10	D1
SRR3935047	BT_S2	OPC	1001000181	Regular	Periphery	9	E4
SRR3935048	BT_S2	OPC	1001000181	Regular	Periphery	9	A9
SRR3935049	BT_S2	OPC	1001000181	Regular	Periphery	9	A2
SRR3935050	BT_S2	OPC	1001000181	Regular	Periphery	9	D11
SRR3935051	BT_S2	Neoplastic	1001000181	Neoplastic	Periphery	11	C7
SRR3935052	BT_S2	Oligodendrocyte	1001000181	Regular	Periphery	2	D9
SRR3935053	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	A3
SRR3935054	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	F4
SRR3935055	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	A10
SRR3935056	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	G4
SRR3935057	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	E6
SRR3935058	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	C3
SRR3935059	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	D1
SRR3935060	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	G10
SRR3935061	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	C12
SRR3935062	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	D10
SRR3935063	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	A5
SRR3935064	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	E8
SRR3935065	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	B4
SRR3935066	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	F6
SRR3935067	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	B12
SRR3935068	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	C10
SRR3935069	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	D9
SRR3935070	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	A7
SRR3935071	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	D11
SRR3935072	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	G8
SRR3935073	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	D7
SRR3935074	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	F12
SRR3935075	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	G1
SRR3935076	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	H2
SRR3935077	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	B10
SRR3935078	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	H3
SRR3935079	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	E2
SRR3935080	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	A9
SRR3935081	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	B1
SRR3935082	BT_S2	Neoplastic	1001000182	Neoplastic	Tumor	11	B8
