sample	patient	Cell_type	plate_id	neoplastic	tissue	tsne_cluster	well
SRR3936057	BT_S4	Immune cell	1001000229	Regular	Tumor	8	D10
SRR3936058	BT_S4	Neoplastic	1001000229	Neoplastic	Tumor	11	B10
SRR3936059	BT_S4	Immune cell	1001000229	Regular	Tumor	8	C3
SRR3936060	BT_S4	Immune cell	1001000229	Regular	Tumor	8	H8
SRR3936061	BT_S4	Immune cell	1001000229	Regular	Tumor	8	G1
SRR3936062	BT_S4	Immune cell	1001000229	Regular	Tumor	8	E12
SRR3936063	BT_S4	Neoplastic	1001000229	Neoplastic	Tumor	11	E4
SRR3936064	BT_S4	Immune cell	1001000229	Regular	Tumor	8	B7
SRR3936065	BT_S4	Neoplastic	1001000229	Neoplastic	Tumor	11	B4
SRR3936066	BT_S4	Immune cell	1001000229	Regular	Tumor	8	F1
SRR3936067	BT_S4	Immune cell	1001000229	Regular	Tumor	8	C8
SRR3936068	BT_S4	OPC	1001000229	Regular	Tumor	9	H3
SRR3936069	BT_S4	Immune cell	1001000229	Regular	Tumor	8	A1
SRR3936070	BT_S4	Neoplastic	1001000229	Neoplastic	Tumor	11	F8
SRR3936071	BT_S4	Immune cell	1001000229	Regular	Tumor	8	A11
SRR3936072	BT_S4	Immune cell	1001000229	Regular	Tumor	8	A8
SRR3936073	BT_S4	Immune cell	1001000229	Regular	Tumor	8	G3
SRR3936074	BT_S4	Neoplastic	1001000229	Neoplastic	Tumor	11	D3
SRR3936075	BT_S4	Immune cell	1001000229	Regular	Tumor	8	C1
SRR3936076	BT_S4	Immune cell	1001000229	Regular	Tumor	8	A3
SRR3936077	BT_S4	Immune cell	1001000229	Regular	Tumor	8	B6
SRR3936078	BT_S4	Immune cell	1001000229	Regular	Tumor	8	C7
SRR3936079	BT_S4	Immune cell	1001000229	Regular	Tumor	8	F3
SRR3936080	BT_S4	Immune cell	1001000229	Regular	Tumor	8	D1
SRR3936081	BT_S4	Immune cell	1001000229	Regular	Tumor	8	E3
SRR3936082	BT_S4	Immune cell	1001000229	Regular	Tumor	8	D8
SRR3936083	BT_S4	Immune cell	1001000229	Regular	Tumor	8	H5
SRR3936084	BT_S4	Immune cell	1001000229	Regular	Tumor	8	B12
SRR3936085	BT_S4	Immune cell	1001000229	Regular	Tumor	8	G4
SRR3936086	BT_S4	Immune cell	1001000229	Regular	Tumor	8	G6
SRR3936087	BT_S4	Immune cell	1001000229	Regular	Tumor	8	F10
SRR3936088	BT_S4	Neoplastic	1001000229	Neoplastic	Tumor	11	C10
SRR3936089	BT_S4	Immune cell	1001000229	Regular	Tumor	8	A5
SRR3936090	BT_S4	Immune cell	1001000229	Regular	Tumor	8	E1
SRR3936091	BT_S4	Neoplastic	1001000229	Neoplastic	Tumor	11	F5
SRR3936092	BT_S4	Immune cell	1001000229	Regular	Tumor	8	B1
SRR3936093	BT_S4	Immune cell	1001000229	Regular	Tumor	8	E8
SRR3936094	BT_S4	Immune cell	1001000229	Regular	Tumor	8	G11
SRR3936095	BT_S4	Immune cell	1001000229	Regular	Tumor	8	C12
SRR3936096	BT_S4	Immune cell	1001000229	Regular	Tumor	8	H11
SRR3936097	BT_S4	Immune cell	1001000229	Regular	Tumor	8	A10
SRR3936098	BT_S4	Immune cell	1001000229	Regular	Tumor	8	F12
SRR3936099	BT_S4	Immune cell	1001000230	Regular	Tumor	8	D4
SRR3936100	BT_S4	Immune cell	1001000230	Regular	Tumor	8	F4
SRR3936101	BT_S4	Immune cell	1001000230	Regular	Tumor	8	H3
SRR3936102	BT_S4	Immune cell	1001000230	Regular	Tumor	8	E1
SRR3936103	BT_S4	Immune cell	1001000230	Regular	Tumor	8	D7
SRR3936104	BT_S4	Immune cell	1001000230	Regular	Tumor	8	E11
SRR3936105	BT_S4	Immune cell	1001000230	Regular	Tumor	8	E8
SRR3936106	BT_S4	Immune cell	1001000230	Regular	Tumor	8	D2
SRR3936107	BT_S4	Immune cell	1001000230	Regular	Tumor	8	C10
SRR3936108	BT_S4	Immune cell	1001000230	Regular	Tumor	8	E4
SRR3936109	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	C8
SRR3936110	BT_S4	Immune cell	1001000230	Regular	Tumor	8	H5
SRR3936111	BT_S4	Immune cell	1001000230	Regular	Tumor	8	B3
SRR3936112	BT_S4	Immune cell	1001000230	Regular	Tumor	8	B5
SRR3936113	BT_S4	Immune cell	1001000230	Regular	Tumor	8	F8
SRR3936114	BT_S4	Immune cell	1001000230	Regular	Tumor	8	B12
SRR3936115	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	G5
SRR3936116	BT_S4	Immune cell	1001000230	Regular	Tumor	8	A11
SRR3936117	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	F9
SRR3936118	BT_S4	Immune cell	1001000230	Regular	Tumor	8	E12
SRR3936119	BT_S4	Immune cell	1001000230	Regular	Tumor	8	B9
SRR3936120	BT_S4	Immune cell	1001000230	Regular	Tumor	8	G7
SRR3936121	BT_S4	Immune cell	1001000230	Regular	Tumor	8	A9
SRR3936122	BT_S4	Immune cell	1001000230	Regular	Tumor	8	C2
SRR3936123	BT_S4	Immune cell	1001000230	Regular	Tumor	8	A4
SRR3936124	BT_S4	Immune cell	1001000230	Regular	Tumor	8	B10
SRR3936125	BT_S4	Immune cell	1001000230	Regular	Tumor	8	B7
SRR3936126	BT_S4	Immune cell	1001000230	Regular	Tumor	8	F11
SRR3936127	BT_S4	Immune cell	1001000230	Regular	Tumor	8	H1
SRR3936128	BT_S4	Immune cell	1001000230	Regular	Tumor	8	A2
SRR3936129	BT_S4	Immune cell	1001000230	Regular	Tumor	8	F2
SRR3936130	BT_S4	Immune cell	1001000230	Regular	Tumor	8	D9
SRR3936131	BT_S4	Immune cell	1001000230	Regular	Tumor	8	G9
SRR3936132	BT_S4	Immune cell	1001000230	Regular	Tumor	8	D6
SRR3936133	BT_S4	Immune cell	1001000230	Regular	Tumor	8	H8
SRR3936134	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	C4
SRR3936135	BT_S4	Immune cell	1001000230	Regular	Tumor	8	A7
SRR3936136	BT_S4	Immune cell	1001000230	Regular	Tumor	8	E2
SRR3936137	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	1	D12
SRR3936138	BT_S4	Immune cell	1001000230	Regular	Tumor	8	G10
SRR3936139	BT_S4	Immune cell	1001000230	Regular	Tumor	8	G2
SRR3936140	BT_S4	Immune cell	1001000230	Regular	Tumor	8	A5
SRR3936141	BT_S4	Immune cell	1001000230	Regular	Tumor	8	H11
SRR3936142	BT_S4	Immune cell	1001000230	Regular	Tumor	8	C9
SRR3936143	BT_S4	Immune cell	1001000230	Regular	Tumor	8	D8
SRR3936144	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	F5
SRR3936145	BT_S4	Immune cell	1001000230	Regular	Tumor	8	B11
SRR3936146	BT_S4	Immune cell	1001000230	Regular	Tumor	8	G4
SRR3936147	BT_S4	Immune cell	1001000230	Regular	Tumor	8	B8
SRR3936148	BT_S4	Immune cell	1001000230	Regular	Tumor	8	H4
SRR3936149	BT_S4	Immune cell	1001000230	Regular	Tumor	8	E9
SRR3936150	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	E5
SRR3936151	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	D3
SRR3936152	BT_S4	Immune cell	1001000230	Regular	Tumor	8	B1
SRR3936153	BT_S4	Immune cell	1001000230	Regular	Tumor	8	G12
SRR3936154	BT_S4	Immune cell	1001000230	Regular	Tumor	8	F7
SRR3936155	BT_S4	Immune cell	1001000230	Regular	Tumor	8	A3
SRR3936156	BT_S4	Immune cell	1001000230	Regular	Tumor	8	E10
SRR3936157	BT_S4	Immune cell	1001000230	Regular	Tumor	8	C7
SRR3936158	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	G6
SRR3936159	BT_S4	Immune cell	1001000230	Regular	Tumor	8	H6
SRR3936160	BT_S4	Immune cell	1001000230	Regular	Tumor	8	H10
SRR3936161	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	E7
SRR3936162	BT_S4	Immune cell	1001000230	Regular	Tumor	8	C11
SRR3936163	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	C1
SRR3936164	BT_S4	Immune cell	1001000230	Regular	Tumor	8	C5
SRR3936165	BT_S4	Immune cell	1001000230	Regular	Tumor	8	G11
SRR3936166	BT_S4	Immune cell	1001000230	Regular	Tumor	8	D11
SRR3936167	BT_S4	Immune cell	1001000230	Regular	Tumor	8	B2
SRR3936168	BT_S4	Immune cell	1001000230	Regular	Tumor	8	F1
SRR3936169	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	G8
SRR3936170	BT_S4	Neoplastic	1001000230	Neoplastic	Tumor	11	F10
SRR3936171	BT_S4	Immune cell	1001000230	Regular	Tumor	8	H7
SRR3936172	BT_S4	Immune cell	1001000230	Regular	Tumor	8	C12
SRR3936173	BT_S4	Immune cell	1001000230	Regular	Tumor	8	C3
SRR3936174	BT_S4	Immune cell	1001000230	Regular	Tumor	8	A8
SRR3936175	BT_S4	Immune cell	1001000230	Regular	Tumor	8	E3
SRR3936176	BT_S4	Immune cell	1001000230	Regular	Tumor	8	A10
SRR3936177	BT_S4	Immune cell	1001000230	Regular	Tumor	8	F3
SRR3936178	BT_S4	Immune cell	1001000230	Regular	Tumor	8	G1
SRR3936179	BT_S4	Immune cell	1001000230	Regular	Tumor	8	H9
SRR3936180	BT_S4	Immune cell	1001000230	Regular	Tumor	8	F12
SRR3936181	BT_S4	Immune cell	1001000230	Regular	Tumor	8	H2
SRR3936182	BT_S4	Immune cell	1001000230	Regular	Tumor	8	D5
SRR3936183	BT_S4	Immune cell	1001000231	Regular	Tumor	8	F8
SRR3936184	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A3
SRR3936185	BT_S4	Immune cell	1001000231	Regular	Tumor	8	F1
SRR3936186	BT_S4	Immune cell	1001000231	Regular	Tumor	8	H11
SRR3936187	BT_S4	Immune cell	1001000231	Regular	Tumor	8	G7
SRR3936188	BT_S4	Immune cell	1001000231	Regular	Tumor	8	F10
SRR3936189	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A6
SRR3936190	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A11
SRR3936191	BT_S4	Immune cell	1001000231	Regular	Tumor	8	B5
SRR3936192	BT_S4	Immune cell	1001000231	Regular	Tumor	8	E7
SRR3936193	BT_S4	Immune cell	1001000231	Regular	Tumor	8	D7
SRR3936194	BT_S4	Neoplastic	1001000231	Neoplastic	Tumor	11	F6
SRR3936195	BT_S4	Immune cell	1001000231	Regular	Tumor	8	H6
SRR3936196	BT_S4	Immune cell	1001000231	Regular	Tumor	8	B11
SRR3936197	BT_S4	Immune cell	1001000231	Regular	Tumor	8	G9
SRR3936198	BT_S4	Immune cell	1001000231	Regular	Tumor	8	B3
SRR3936199	BT_S4	Immune cell	1001000231	Regular	Tumor	8	H3
SRR3936200	BT_S4	Immune cell	1001000231	Regular	Tumor	8	H8
SRR3936201	BT_S4	Immune cell	1001000231	Regular	Tumor	8	C4
SRR3936202	BT_S4	Immune cell	1001000231	Regular	Tumor	8	D3
SRR3936203	BT_S4	Immune cell	1001000231	Regular	Tumor	8	B9
SRR3936204	BT_S4	Immune cell	1001000231	Regular	Tumor	8	G12
SRR3936205	BT_S4	Immune cell	1001000231	Regular	Tumor	8	F4
SRR3936206	BT_S4	Immune cell	1001000231	Regular	Tumor	8	G5
SRR3936207	BT_S4	Immune cell	1001000231	Regular	Tumor	8	G8
SRR3936208	BT_S4	Immune cell	1001000231	Regular	Tumor	8	H5
SRR3936209	BT_S4	Immune cell	1001000231	Regular	Tumor	8	C1
SRR3936210	BT_S4	Immune cell	1001000231	Regular	Tumor	8	C2
SRR3936211	BT_S4	Immune cell	1001000231	Regular	Tumor	8	B7
SRR3936212	BT_S4	Immune cell	1001000231	Regular	Tumor	8	D9
SRR3936213	BT_S4	Immune cell	1001000231	Regular	Tumor	8	D10
SRR3936214	BT_S4	Immune cell	1001000231	Regular	Tumor	8	G10
SRR3936215	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A9
SRR3936216	BT_S4	Immune cell	1001000231	Regular	Tumor	8	F12
SRR3936217	BT_S4	Immune cell	1001000231	Regular	Tumor	8	F2
SRR3936218	BT_S4	Immune cell	1001000231	Regular	Tumor	8	C8
SRR3936219	BT_S4	Immune cell	1001000231	Regular	Tumor	8	D12
SRR3936220	BT_S4	Immune cell	1001000231	Regular	Tumor	8	C11
SRR3936221	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A4
SRR3936222	BT_S4	Immune cell	1001000231	Regular	Tumor	8	E6
SRR3936223	BT_S4	Immune cell	1001000231	Regular	Tumor	8	G1
SRR3936224	BT_S4	Immune cell	1001000231	Regular	Tumor	8	E12
SRR3936225	BT_S4	Immune cell	1001000231	Regular	Tumor	8	C6
SRR3936226	BT_S4	Immune cell	1001000231	Regular	Tumor	8	F7
SRR3936227	BT_S4	Immune cell	1001000231	Regular	Tumor	8	B1
SRR3936228	BT_S4	Immune cell	1001000231	Regular	Tumor	8	H7
SRR3936229	BT_S4	Immune cell	1001000231	Regular	Tumor	8	D8
SRR3936230	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A7
SRR3936231	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A2
SRR3936232	BT_S4	Immune cell	1001000231	Regular	Tumor	8	B4
SRR3936233	BT_S4	Immune cell	1001000231	Regular	Tumor	8	E1
SRR3936234	BT_S4	Immune cell	1001000231	Regular	Tumor	8	G3
SRR3936235	BT_S4	Immune cell	1001000231	Regular	Tumor	8	E10
SRR3936236	BT_S4	Immune cell	1001000231	Regular	Tumor	8	E8
SRR3936237	BT_S4	Immune cell	1001000231	Regular	Tumor	8	D5
SRR3936238	BT_S4	Immune cell	1001000231	Regular	Tumor	8	H9
SRR3936239	BT_S4	Immune cell	1001000231	Regular	Tumor	8	C5
SRR3936240	BT_S4	Neoplastic	1001000231	Neoplastic	Tumor	11	C10
SRR3936241	BT_S4	Immune cell	1001000231	Regular	Tumor	8	B12
SRR3936242	BT_S4	Immune cell	1001000231	Regular	Tumor	8	D6
SRR3936243	BT_S4	Immune cell	1001000231	Regular	Tumor	8	E2
SRR3936244	BT_S4	Vascular	1001000231	Regular	Tumor	12	B2
SRR3936245	BT_S4	Immune cell	1001000231	Regular	Tumor	8	H10
SRR3936246	BT_S4	Immune cell	1001000231	Regular	Tumor	8	G6
SRR3936247	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A1
SRR3936248	BT_S4	Vascular	1001000231	Regular	Tumor	12	C3
SRR3936249	BT_S4	Immune cell	1001000231	Regular	Tumor	8	E3
SRR3936250	BT_S4	Immune cell	1001000231	Regular	Tumor	8	H2
SRR3936251	BT_S4	Vascular	1001000231	Regular	Tumor	12	B10
SRR3936252	BT_S4	Immune cell	1001000231	Regular	Tumor	8	C9
SRR3936253	BT_S4	Immune cell	1001000231	Regular	Tumor	8	E11
SRR3936254	BT_S4	Immune cell	1001000231	Regular	Tumor	8	B8
SRR3936255	BT_S4	Immune cell	1001000231	Regular	Tumor	8	G2
SRR3936256	BT_S4	Immune cell	1001000231	Regular	Tumor	8	F3
SRR3936257	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A12
SRR3936258	BT_S4	Immune cell	1001000231	Regular	Tumor	8	G11
SRR3936259	BT_S4	Immune cell	1001000231	Regular	Tumor	8	D4
SRR3936260	BT_S4	Immune cell	1001000231	Regular	Tumor	8	H4
SRR3936261	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A10
SRR3936262	BT_S4	Immune cell	1001000231	Regular	Tumor	8	D11
SRR3936263	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A5
SRR3936264	BT_S4	Immune cell	1001000231	Regular	Tumor	8	E5
SRR3936265	BT_S4	Immune cell	1001000231	Regular	Tumor	8	B6
SRR3936266	BT_S4	Neoplastic	1001000231	Neoplastic	Tumor	11	G4
SRR3936267	BT_S4	Immune cell	1001000231	Regular	Tumor	8	A8
SRR3936268	BT_S4	Vascular	1001000231	Regular	Tumor	3	F11
SRR3936269	BT_S4	Immune cell	1001000231	Regular	Tumor	8	D2
SRR3936270	BT_S4	Immune cell	1001000231	Regular	Tumor	8	C7
SRR3936271	BT_S4	Immune cell	1001000231	Regular	Tumor	8	H1
SRR3936272	BT_S4	Astocyte	1001000232	Regular	Periphery	10	E4
SRR3936273	BT_S4	Oligodendrocyte	1001000232	Regular	Periphery	2	G3
SRR3936274	BT_S4	OPC	1001000232	Regular	Periphery	9	B3
SRR3936275	BT_S4	Oligodendrocyte	1001000233	Regular	Periphery	2	H10
SRR3936276	BT_S4	Oligodendrocyte	1001000233	Regular	Periphery	2	A6
SRR3936277	BT_S4	Oligodendrocyte	1001000233	Regular	Periphery	2	D10
SRR3936278	BT_S4	Oligodendrocyte	1001000233	Regular	Periphery	2	C6
SRR3936279	BT_S4	Oligodendrocyte	1001000233	Regular	Periphery	2	C4
SRR3936280	BT_S4	OPC	1001000233	Regular	Periphery	9	G11
SRR3936281	BT_S4	OPC	1001000234	Regular	Periphery	9	E10
SRR3936282	BT_S4	Oligodendrocyte	1001000234	Regular	Periphery	2	C3
SRR3936283	BT_S4	Oligodendrocyte	1001000234	Regular	Periphery	2	C9
SRR3936284	BT_S4	Immune cell	1001000235	Regular	Tumor	8	G4
SRR3936285	BT_S4	Immune cell	1001000235	Regular	Tumor	8	C1
SRR3936286	BT_S4	Immune cell	1001000235	Regular	Tumor	8	A9
SRR3936287	BT_S4	Immune cell	1001000235	Regular	Tumor	8	F4
SRR3936288	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D4
SRR3936289	BT_S4	Immune cell	1001000235	Regular	Tumor	8	A11
SRR3936290	BT_S4	Immune cell	1001000235	Regular	Tumor	8	G8
SRR3936291	BT_S4	Immune cell	1001000235	Regular	Tumor	8	G2
SRR3936292	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B3
SRR3936293	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D9
SRR3936294	BT_S4	Immune cell	1001000235	Regular	Tumor	8	C12
SRR3936295	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D6
SRR3936296	BT_S4	Immune cell	1001000235	Regular	Tumor	8	F2
SRR3936297	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B8
SRR3936298	BT_S4	Immune cell	1001000235	Regular	Tumor	8	F6
SRR3936299	BT_S4	Immune cell	1001000235	Regular	Tumor	8	A2
SRR3936300	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B5
SRR3936301	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B10
SRR3936302	BT_S4	Immune cell	1001000235	Regular	Tumor	8	E6
SRR3936303	BT_S4	Immune cell	1001000235	Regular	Tumor	7	F8
SRR3936304	BT_S4	Immune cell	1001000235	Regular	Tumor	8	G11
SRR3936305	BT_S4	Immune cell	1001000235	Regular	Tumor	8	A5
SRR3936306	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B11
SRR3936307	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B7
SRR3936308	BT_S4	Immune cell	1001000235	Regular	Tumor	8	F12
SRR3936309	BT_S4	Immune cell	1001000235	Regular	Tumor	8	G6
SRR3936310	BT_S4	Immune cell	1001000235	Regular	Tumor	8	H11
SRR3936311	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D11
SRR3936312	BT_S4	Immune cell	1001000235	Regular	Tumor	8	E12
SRR3936313	BT_S4	Immune cell	1001000235	Regular	Tumor	8	C8
SRR3936314	BT_S4	Immune cell	1001000235	Regular	Tumor	8	A3
SRR3936315	BT_S4	Immune cell	1001000235	Regular	Tumor	8	H8
SRR3936316	BT_S4	Immune cell	1001000235	Regular	Tumor	8	G12
SRR3936317	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D1
SRR3936318	BT_S4	Immune cell	1001000235	Regular	Tumor	8	C10
SRR3936319	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B2
SRR3936320	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D8
SRR3936321	BT_S4	Immune cell	1001000235	Regular	Tumor	8	H3
SRR3936322	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B9
SRR3936323	BT_S4	Immune cell	1001000235	Regular	Tumor	8	E8
SRR3936324	BT_S4	Immune cell	1001000235	Regular	Tumor	8	F10
SRR3936325	BT_S4	Immune cell	1001000235	Regular	Tumor	8	H1
SRR3936326	BT_S4	Immune cell	1001000235	Regular	Tumor	8	G3
SRR3936327	BT_S4	Immune cell	1001000235	Regular	Tumor	8	A1
SRR3936328	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B6
SRR3936329	BT_S4	Immune cell	1001000235	Regular	Tumor	8	F3
SRR3936330	BT_S4	Immune cell	1001000235	Regular	Tumor	8	E10
SRR3936331	BT_S4	Immune cell	1001000235	Regular	Tumor	8	C7
SRR3936332	BT_S4	Immune cell	1001000235	Regular	Tumor	8	A10
SRR3936333	BT_S4	Immune cell	1001000235	Regular	Tumor	8	E11
SRR3936334	BT_S4	Immune cell	1001000235	Regular	Tumor	8	G1
SRR3936335	BT_S4	Immune cell	1001000235	Regular	Tumor	8	G7
SRR3936336	BT_S4	Immune cell	1001000235	Regular	Tumor	8	F5
SRR3936337	BT_S4	Immune cell	1001000235	Regular	Tumor	8	C9
SRR3936338	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D3
SRR3936339	BT_S4	Immune cell	1001000235	Regular	Tumor	8	F1
SRR3936340	BT_S4	Immune cell	1001000235	Regular	Tumor	8	C4
SRR3936341	BT_S4	Immune cell	1001000235	Regular	Tumor	8	A12
SRR3936342	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B12
SRR3936343	BT_S4	Immune cell	1001000235	Regular	Tumor	8	H6
SRR3936344	BT_S4	Immune cell	1001000235	Regular	Tumor	8	H9
SRR3936345	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D5
SRR3936346	BT_S4	Immune cell	1001000235	Regular	Tumor	8	H10
SRR3936347	BT_S4	Immune cell	1001000235	Regular	Tumor	8	H4
SRR3936348	BT_S4	Immune cell	1001000235	Regular	Tumor	8	E1
SRR3936349	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D10
SRR3936350	BT_S4	Immune cell	1001000235	Regular	Tumor	8	F7
SRR3936351	BT_S4	Immune cell	1001000235	Regular	Tumor	8	C3
SRR3936352	BT_S4	Immune cell	1001000235	Regular	Tumor	8	G10
SRR3936353	BT_S4	Immune cell	1001000235	Regular	Tumor	8	F11
SRR3936354	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B1
SRR3936355	BT_S4	Immune cell	1001000235	Regular	Tumor	8	C11
SRR3936356	BT_S4	Immune cell	1001000235	Regular	Tumor	8	A6
SRR3936357	BT_S4	Immune cell	1001000235	Regular	Tumor	8	B4
SRR3936358	BT_S4	Immune cell	1001000235	Regular	Tumor	8	E9
SRR3936359	BT_S4	Immune cell	1001000235	Regular	Tumor	8	H2
SRR3936360	BT_S4	Immune cell	1001000235	Regular	Tumor	8	E7
SRR3936361	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D12
SRR3936362	BT_S4	Immune cell	1001000235	Regular	Tumor	8	H7
SRR3936363	BT_S4	Immune cell	1001000235	Regular	Tumor	8	F9
SRR3936364	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D7
SRR3936365	BT_S4	Immune cell	1001000235	Regular	Tumor	8	C5
SRR3936366	BT_S4	Immune cell	1001000235	Regular	Tumor	8	G9
SRR3936367	BT_S4	Immune cell	1001000235	Regular	Tumor	8	A4
SRR3936368	BT_S4	Immune cell	1001000235	Regular	Tumor	8	D2
SRR3936369	BT_S4	Immune cell	1001000236	Regular	Tumor	8	E12
SRR3936370	BT_S4	Immune cell	1001000236	Regular	Tumor	8	H3
SRR3936371	BT_S4	Immune cell	1001000236	Regular	Tumor	8	B4
SRR3936372	BT_S4	Immune cell	1001000236	Regular	Tumor	8	H4
SRR3936373	BT_S4	Immune cell	1001000236	Regular	Tumor	8	C6
SRR3936374	BT_S4	Immune cell	1001000236	Regular	Tumor	8	A4
SRR3936375	BT_S4	Immune cell	1001000236	Regular	Tumor	8	D5
SRR3936376	BT_S4	Immune cell	1001000236	Regular	Tumor	8	E1
SRR3936377	BT_S4	Immune cell	1001000236	Regular	Tumor	8	A9
SRR3936378	BT_S4	Immune cell	1001000236	Regular	Tumor	8	H11
SRR3936379	BT_S4	Immune cell	1001000236	Regular	Tumor	8	D3
SRR3936380	BT_S4	Immune cell	1001000236	Regular	Tumor	8	A2
SRR3936381	BT_S4	Immune cell	1001000236	Regular	Tumor	8	E10
SRR3936382	BT_S4	Immune cell	1001000236	Regular	Tumor	8	F4
SRR3936383	BT_S4	Immune cell	1001000236	Regular	Tumor	8	B2
SRR3936384	BT_S4	Immune cell	1001000236	Regular	Tumor	8	D7
SRR3936385	BT_S4	Immune cell	1001000236	Regular	Tumor	8	C1
SRR3936386	BT_S4	Immune cell	1001000236	Regular	Tumor	8	B9
SRR3936387	BT_S4	Immune cell	1001000236	Regular	Tumor	8	H1
SRR3936388	BT_S4	Immune cell	1001000236	Regular	Tumor	8	C8
SRR3936389	BT_S4	Immune cell	1001000236	Regular	Tumor	8	F6
SRR3936390	BT_S4	Immune cell	1001000236	Regular	Tumor	8	E3
SRR3936391	BT_S4	Immune cell	1001000236	Regular	Tumor	8	A7
SRR3936392	BT_S4	Immune cell	1001000236	Regular	Tumor	8	C3
SRR3936393	BT_S4	Immune cell	1001000236	Regular	Tumor	8	C4
SRR3936394	BT_S4	Immune cell	1001000236	Regular	Tumor	8	B1
SRR3936395	BT_S4	Immune cell	1001000236	Regular	Tumor	8	G5
SRR3936396	BT_S4	Immune cell	1001000236	Regular	Tumor	8	H7
SRR3936397	BT_S4	Immune cell	1001000236	Regular	Tumor	8	A6
SRR3936398	BT_S4	Immune cell	1001000236	Regular	Tumor	8	D10
SRR3936399	BT_S4	Immune cell	1001000236	Regular	Tumor	8	G9
SRR3936400	BT_S4	Immune cell	1001000236	Regular	Tumor	8	E6
SRR3936401	BT_S4	Immune cell	1001000236	Regular	Tumor	8	D2
SRR3936402	BT_S4	Immune cell	1001000236	Regular	Tumor	8	A10
SRR3936403	BT_S4	Immune cell	1001000236	Regular	Tumor	8	G11
SRR3936404	BT_S4	Immune cell	1001000236	Regular	Tumor	8	D9
SRR3936405	BT_S4	Immune cell	1001000236	Regular	Tumor	8	F10
SRR3936406	BT_S4	Immune cell	1001000236	Regular	Tumor	7	B6
SRR3936407	BT_S4	Immune cell	1001000236	Regular	Tumor	8	B11
SRR3936408	BT_S4	Immune cell	1001000236	Regular	Tumor	8	G3
SRR3936409	BT_S4	Immune cell	1001000236	Regular	Tumor	8	F2
SRR3936410	BT_S4	Immune cell	1001000236	Regular	Tumor	8	G7
SRR3936411	BT_S4	Immune cell	1001000236	Regular	Tumor	8	E8
SRR3936412	BT_S4	Immune cell	1001000236	Regular	Tumor	8	F9
SRR3936413	BT_S4	Immune cell	1001000236	Regular	Tumor	8	C10
SRR3936414	BT_S4	Immune cell	1001000236	Regular	Tumor	8	D12
SRR3936415	BT_S4	Immune cell	1001000236	Regular	Tumor	8	D11
SRR3936416	BT_S4	Immune cell	1001000236	Regular	Tumor	8	F5
SRR3936417	BT_S4	Immune cell	1001000236	Regular	Tumor	8	C12
SRR3936418	BT_S4	Immune cell	1001000236	Regular	Tumor	8	B3
SRR3936419	BT_S4	Immune cell	1001000236	Regular	Tumor	8	H5
SRR3936420	BT_S4	Immune cell	1001000236	Regular	Tumor	8	A12
